Data_Venda;Nome_Cliente;Cidade;Produto;Quantidade;Valor_Unitario;Valor_Total
2025-08-28;Fernanda Martins;Sampaio Verde;Notebook;1;1089.73;1089.73
2025-02-15;Diego Campos;Rios;Monitor;10;2325.19;23251.9
2024-05-31;Henry Gabriel Ramos;Nogueira de Melo;Smartphone;9;1374.96;12374.64
2023-12-21;Rafaela Pereira;Ribeiro;Mouse;6;2851.59;17109.54
2024-11-11;Srta. Maria Sophia Carvalho;Melo;Notebook;2;1866.74;3733.48
2025-09-17;Valentina da Costa;Cavalcanti;Notebook;5;709.71;3548.55
2024-10-22;Maria Isis Sampaio;Mendonça de Minas;Teclado;8;2869.3;22954.4
2025-10-07;Arthur Gabriel da Conceição;Cirino;Monitor;4;359.44;1437.76
2024-07-27;Luara Fernandes;Sá;Smartphone;8;2083.3;16666.4
2024-04-05;Sr. Rodrigo Lopes;da Mata;Smartphone;4;409.33;1637.32
2024-10-05;Giovanna Farias;Cirino;Monitor;7;1934.43;13541.01
2023-11-30;Ryan Porto;Montenegro Paulista;Smartphone;10;943.61;9436.1
2025-05-14;Anthony Gabriel Santos;Pastor do Oeste;Notebook;5;2779.96;13899.8
2025-01-07;Mateus da Cruz;da Mota;Notebook;2;1563.28;3126.56
2025-08-11;José Miguel Jesus;Caldeira do Norte;Monitor;1;747.04;747.04
2025-07-31;Miguel Pimenta;Campos do Sul;Smartphone;6;299.39;1796.34
2024-01-13;Pedro Fogaça;Fonseca;Teclado;4;1953.25;7813.0
2025-09-17;Bianca Pinto;Rodrigues;Monitor;4;367.12;1468.48
2024-01-05;Vitor Lopes;Pires de Andrade;Teclado;4;1697.05;6788.2
2025-08-13;Brenda Moura;Cirino;Monitor;2;222.22;444.44
2024-03-01;Sra. Ágatha Fonseca;Gonçalves;Mouse;5;2366.0;11830.0
2024-11-30;Benicio Macedo;Albuquerque;Mouse;1;2498.01;2498.01
2023-11-01;Lucca Novais;Pinto da Prata;Monitor;4;1533.35;6133.4
2025-10-10;Maya Correia;Aragão Verde;Monitor;1;648.89;648.89
2024-04-05;Juliana da Costa;Cassiano;Mouse;7;2835.76;19850.32
2025-04-24;Eloá da Mata;da Rosa;Smartphone;6;624.9;3749.4
2025-04-13;Ana Vitória Sousa;Sá de Fernandes;Notebook;3;1206.55;3619.65
2024-03-07;Alícia Caldeira;Carvalho;Monitor;8;322.33;2578.64
2024-04-10;Dr. Rodrigo Rezende;Sá dos Dourados;Smartphone;7;325.1;2275.7
2025-06-18;Vicente da Mota;Borges do Galho;Notebook;9;2792.21;25129.89
2025-09-15;Noah Viana;Araújo de Fogaça;Notebook;4;1672.9;6691.6
2025-01-31;Eduardo Novais;Vasconcelos do Sul;Teclado;8;1563.46;12507.68
2025-02-02;Isis Azevedo;Duarte;Smartphone;4;450.04;1800.16
2024-02-05;Marina Castro;Costela de Minas;Notebook;10;603.77;6037.7
2024-08-09;Apollo Rodrigues;da Costa de Sampaio;Smartphone;1;2689.9;2689.9
2024-12-25;Thales Pinto;Moreira de Guerra;Teclado;5;2404.36;12021.8
2025-07-14;João Guilherme Cunha;Nogueira;Mouse;5;2999.61;14998.05
2025-04-06;Sr. Pedro Miguel Novais;Cirino;Smartphone;10;1036.22;10362.2
2024-09-13;Breno da Luz;Costa;Notebook;7;941.52;6590.64
2024-11-12;Maria Luiza Garcia;Sá;Notebook;4;2022.46;8089.84
2024-09-12;Lorena Melo;Aragão do Oeste;Smartphone;5;1076.34;5381.7
2025-04-11;João Felipe da Luz;Castro do Norte;Mouse;6;1409.57;8457.42
2025-01-04;Isabela da Mota;Barbosa;Notebook;7;1452.75;10169.25
2023-11-09;Srta. Evelyn Garcia;Fonseca;Monitor;9;1817.23;16355.07
2025-09-25;Gustavo Henrique Cardoso;Sousa;Notebook;9;1974.78;17773.02
2025-10-05;Thomas Gonçalves;Macedo de Guerra;Monitor;8;2554.13;20433.04
2024-10-31;Laura Cirino;Araújo;Monitor;3;912.97;2738.91
2025-02-20;Allana Moraes;Castro;Notebook;1;1453.17;1453.17
2024-05-23;Lucas Gabriel Gomes;Nunes;Monitor;3;568.57;1705.71
2024-01-04;Leonardo Brito;Aparecida de Peixoto;Notebook;6;1829.13;10974.78
2025-09-21;Lucas Leão;Duarte;Mouse;10;1089.95;10899.5
2024-12-01;Henry Machado;Albuquerque de Porto;Teclado;1;1114.87;1114.87
2024-01-30;Evelyn da Cruz;Fogaça do Sul;Teclado;5;181.76;908.8
2025-01-28;Danilo Sales;da Rocha do Amparo;Smartphone;10;2378.84;23788.4
2024-10-17;Arthur Miguel Pereira;Gonçalves;Teclado;5;916.41;4582.05
2025-02-07;Sr. João Miguel da Rocha;Santos das Flores;Smartphone;1;2448.38;2448.38
2024-07-05;Guilherme Pimenta;Castro do Oeste;Notebook;3;2989.88;8969.64
2024-07-09;Diego Santos;Rios da Serra;Teclado;5;2314.47;11572.35
2024-10-13;Léo Nascimento;Nogueira;Teclado;10;1171.06;11710.6
2024-09-27;Maria Flor Rodrigues;Almeida de Goiás;Teclado;8;585.65;4685.2
2024-12-20;Dr. Daniel Mendes;Campos;Mouse;2;164.17;328.34
2024-04-07;Isaque Ramos;Porto de Goiás;Smartphone;6;1295.79;7774.74
2024-03-02;Heloisa Vieira;Lima de Barros;Notebook;10;1095.85;10958.5
2025-01-19;Ana Julia Albuquerque;Rios de Borges;Mouse;8;919.54;7356.32
2024-11-25;Rodrigo Pereira;Pereira;Teclado;3;1215.67;3647.01
2024-04-30;Alícia Monteiro;Barros Paulista;Notebook;6;2749.99;16499.94
2023-10-18;Mariane Casa Grande;Borges;Teclado;5;2328.2;11641.0
2025-03-09;Pedro Lucas da Cruz;Fernandes da Praia;Mouse;8;2442.56;19540.48
2024-11-13;Sr. Eduardo Pimenta;Vasconcelos;Smartphone;9;208.43;1875.87
2024-10-11;Srta. Gabrielly Casa Grande;Alves;Mouse;8;2576.29;20610.32
2024-09-02;Raquel Nogueira;Martins de Rezende;Monitor;7;926.75;6487.25
2024-03-04;Fernando Duarte;Ferreira de Garcia;Notebook;7;318.03;2226.21
2024-06-21;Lorenzo Macedo;Casa Grande;Teclado;6;810.55;4863.3
2025-07-14;Apollo Cirino;Câmara de Goiás;Mouse;4;2948.12;11792.48
2025-08-12;Lavínia Nunes;Gonçalves;Mouse;8;2256.13;18049.04
2024-06-02;Milena Pires;Pinto;Smartphone;2;2985.24;5970.48
2023-11-10;Ravi Almeida;Monteiro do Oeste;Mouse;10;2987.76;29877.6
2023-11-25;Vicente Novaes;Pires Grande;Smartphone;7;267.51;1872.57
2025-08-31;Miguel Ramos;Farias;Mouse;7;385.52;2698.64
2024-07-13;Maria Júlia Moura;Casa Grande da Praia;Notebook;2;1254.48;2508.96
2025-09-27;Luara Rios;da Costa do Sul;Monitor;1;2776.58;2776.58
2025-05-14;Laura Mendonça;Duarte Verde;Teclado;1;2277.53;2277.53
2025-01-24;Sarah da Costa;Souza;Smartphone;1;401.27;401.27
2024-03-04;Sra. Emilly Freitas;Cassiano;Notebook;1;949.72;949.72
2024-07-17;Igor Barros;da Costa de Andrade;Smartphone;4;521.22;2084.88
2024-10-27;Matheus Lima;da Conceição;Teclado;5;313.15;1565.75
2023-10-28;Gabriela Oliveira;Camargo de Silva;Teclado;3;2289.98;6869.94
2025-08-14;Maria Isis Melo;Oliveira;Monitor;4;2145.81;8583.24
2024-08-12;Cecília Teixeira;Macedo;Monitor;2;722.08;1444.16
2023-12-10;Ísis Fernandes;Lima de Minas;Smartphone;10;1063.72;10637.2
2024-07-31;Thomas Silva;Sampaio;Mouse;6;767.16;4602.96
2024-06-08;Sofia da Paz;Cavalcanti do Oeste;Notebook;8;2397.53;19180.24
2024-10-24;Dr. Juan da Cruz;Casa Grande;Teclado;8;1242.86;9942.88
2025-06-30;Vinicius Sampaio;Lima do Oeste;Teclado;4;585.56;2342.24
2024-01-28;Sr. Ravi Freitas;Duarte do Oeste;Notebook;4;1900.71;7602.84
2025-08-19;Antonella Pastor;Campos de Oliveira;Teclado;5;513.67;2568.35
2024-08-05;Sra. Isabelly Costa;Macedo de Nunes;Mouse;1;565.71;565.71
2024-04-04;Eduardo Marques;Aragão;Smartphone;8;1097.59;8780.72
2024-02-23;Bernardo Rocha;Souza do Galho;Notebook;2;1815.88;3631.76
2023-11-17;Matteo Peixoto;Lima Paulista;Smartphone;1;544.17;544.17
2025-03-04;Ana Lívia Porto;Costa;Teclado;2;1816.38;3632.76
2025-08-17;Esther Santos;Cassiano;Monitor;9;870.8;7837.2
2025-10-08;Sr. Kaique Pacheco;Albuquerque;Mouse;8;944.3;7554.4
2024-08-29;Aurora Azevedo;Sampaio da Mata;Monitor;6;202.7;1216.2
2024-01-07;Kamilly Camargo;da Mota;Monitor;5;2563.78;12818.9
2023-10-24;Vitor Hugo da Costa;Vasconcelos;Teclado;10;712.68;7126.8
2025-05-06;Henrique Peixoto;da Paz;Monitor;8;2413.94;19311.52
2025-04-18;Benjamin Montenegro;Cavalcanti do Norte;Mouse;3;867.06;2601.18
2024-10-23;Manuella Pinto;Moraes;Notebook;1;449.39;449.39
2023-11-10;João Barbosa;Pires de Minas;Mouse;2;819.19;1638.38
2024-08-24;Ester Gonçalves;Fernandes de Sampaio;Mouse;7;468.09;3276.63
2023-11-16;Alexandre Fonseca;Viana de Ferreira;Notebook;10;2316.16;23161.6
2025-08-22;Gabriela Fernandes;da Cruz;Teclado;9;1640.41;14763.69
2024-03-23;Sr. Yago Alves;Ribeiro de Marques;Monitor;9;1607.73;14469.57
2025-02-03;Gustavo Garcia;Marques de Goiás;Notebook;4;107.33;429.32
2024-02-06;Maria Júlia Câmara;Cirino do Sul;Smartphone;6;1027.58;6165.48
2024-01-02;Laís Castro;Silveira do Norte;Teclado;9;1792.03;16128.27
2025-01-03;Sra. Stella Vieira;Teixeira do Norte;Notebook;3;2539.93;7619.79
2024-10-04;Lívia Brito;Cardoso;Smartphone;3;1045.68;3137.04
2024-07-18;Aylla Peixoto;Siqueira de Pimenta;Notebook;8;2688.21;21505.68
2024-04-26;Antonella Pimenta;Vasconcelos Grande;Mouse;3;375.76;1127.28
2024-12-02;Vinicius Farias;da Costa;Monitor;5;2087.86;10439.3
2024-09-19;Dr. Vitor Hugo Souza;Rodrigues;Notebook;4;1568.87;6275.48
2025-05-20;Srta. Maria Cecília Souza;Casa Grande Grande;Mouse;3;546.37;1639.11
2024-04-29;Dr. Luiz Henrique Aparecida;Abreu;Notebook;8;1102.11;8816.88
2024-03-12;Matteo Casa Grande;Pimenta do Amparo;Notebook;4;683.85;2735.4
2023-12-08;Luna Fogaça;Melo;Notebook;7;313.22;2192.54
2024-01-15;André Fernandes;Cirino;Mouse;2;1861.32;3722.64
2024-01-11;Eloá Pimenta;Caldeira;Teclado;5;421.8;2109.0
2023-11-02;Jade Novais;Nascimento de da Conceição;Mouse;3;2667.36;8002.08
2023-12-07;Marcelo Leão;Monteiro;Smartphone;3;321.16;963.48
2025-07-05;Oliver Pinto;Novais;Smartphone;2;260.65;521.3
2024-11-21;Isaque Porto;Montenegro;Teclado;10;620.62;6206.2
2024-06-01;Pietro Vasconcelos;Freitas;Smartphone;6;2468.46;14810.76
2025-07-10;Sra. Vitória da Mota;da Rosa;Smartphone;4;504.61;2018.44
2025-09-16;João Miguel Andrade;Moreira;Monitor;5;774.63;3873.15
2025-05-24;Luiza Aparecida;Barros;Smartphone;10;527.44;5274.4
2023-12-02;Júlia Fernandes;da Rosa de Novais;Teclado;8;994.24;7953.92
2025-04-06;Agatha Costa;Melo de Rodrigues;Monitor;9;2866.35;25797.15
2025-06-17;Lucca Castro;Silveira da Praia;Smartphone;6;398.01;2388.06
2025-05-22;Davi Lucca Marques;Vargas;Smartphone;2;2833.91;5667.82
2024-03-17;Breno Marques;Farias Grande;Mouse;9;197.89;1781.01
2023-10-17;Dr. Théo Freitas;Barbosa;Notebook;1;2196.92;2196.92
2025-01-08;Letícia Moura;Rocha da Mata;Smartphone;4;1173.13;4692.52
2025-07-28;Yan Ribeiro;Pacheco do Sul;Monitor;9;1579.14;14212.26
2025-04-25;Dra. Bianca Andrade;Rocha;Smartphone;4;2038.24;8152.96
2025-02-25;Lucas Teixeira;Ferreira;Notebook;2;1276.6;2553.2
2025-07-01;Daniel Sales;Pastor;Mouse;6;613.04;3678.24
2024-03-19;Maria Flor Gomes;da Mata;Teclado;7;1719.36;12035.52
2024-09-04;Olivia da Costa;da Rosa;Teclado;8;1111.92;8895.36
2023-11-16;Ana Júlia da Rosa;Novais de Sousa;Notebook;7;1901.4;13309.8
2025-04-08;Rebeca Porto;Siqueira;Notebook;4;665.36;2661.44
2025-04-21;Levi Vargas;Sales de Albuquerque;Smartphone;4;1470.4;5881.6
2025-03-28;João Miguel Dias;Pacheco;Smartphone;7;2411.6;16881.2
2024-12-13;Maria Luísa Brito;Santos;Notebook;9;1297.91;11681.19
2025-08-09;Camila Gomes;da Rocha;Mouse;4;1066.96;4267.84
2025-01-15;Davi Luiz Andrade;Albuquerque de Moreira;Smartphone;4;1730.33;6921.32
2024-01-25;Renan Lopes;Souza da Prata;Notebook;7;1702.88;11920.16
2025-01-01;Hellena Vasconcelos;Câmara do Amparo;Monitor;6;1430.26;8581.56
2025-01-28;Alexandre Aparecida;da Conceição;Mouse;3;2587.84;7763.52
2025-02-01;Ana Sophia Andrade;Cavalcanti;Teclado;8;2715.62;21724.96
2025-04-22;Srta. Ana Beatriz Barros;Cirino do Oeste;Mouse;8;1702.96;13623.68
2025-02-16;Sr. Heitor Pires;Cassiano do Campo;Monitor;10;726.98;7269.8
2025-02-10;Sofia Brito;Azevedo;Mouse;2;1378.99;2757.98
2024-04-22;Dr. João Vitor Siqueira;Pinto do Campo;Monitor;5;360.75;1803.75
2023-12-04;Davi Lucas Oliveira;Novais da Mata;Smartphone;6;1008.99;6053.94
2025-01-28;João Pedro Fogaça;Costa dos Dourados;Notebook;2;1717.32;3434.64
2024-06-13;Pedro Viana;Sales;Smartphone;6;283.06;1698.36
2024-06-24;Isaque Marques;Lopes;Notebook;10;565.51;5655.1
2024-08-17;Luiz Miguel Guerra;da Mota de Lopes;Smartphone;10;1678.19;16781.9
2024-11-12;José Aparecida;Garcia de Alves;Notebook;3;1615.06;4845.18
2024-10-09;Rael Pereira;Abreu Paulista;Teclado;5;1384.55;6922.75
2025-01-07;Emilly Teixeira;Fernandes de Lima;Teclado;8;797.69;6381.52
2024-11-26;Isis da Rosa;Gonçalves;Teclado;7;280.82;1965.74
2025-04-14;Henry da Costa;Farias do Galho;Mouse;3;2044.16;6132.48
2025-01-07;Dr. Rhavi Sousa;Aragão;Smartphone;2;1222.31;2444.62
2024-09-01;Levi Cavalcanti;Porto;Mouse;7;1315.38;9207.66
2025-04-17;Mariana Rios;Azevedo da Mata;Teclado;3;543.54;1630.62
2025-01-12;Dra. Lívia Mendes;Silva de Minas;Mouse;7;1284.08;8988.56
2024-02-02;Luna Cassiano;Costa de Gonçalves;Monitor;5;1127.06;5635.3
2024-09-10;Sra. Gabrielly da Mota;Cassiano;Monitor;5;2505.44;12527.2
2024-06-23;Vinicius da Rosa;Cirino;Teclado;9;1786.34;16077.06
2025-06-01;Ágatha Vasconcelos;Costela de Costela;Smartphone;7;1438.23;10067.61
2024-02-06;Erick Sousa;Viana Alegre;Teclado;1;1164.13;1164.13
2024-07-24;Brenda Nogueira;Vargas das Pedras;Mouse;2;801.72;1603.44
2023-10-15;Valentim da Mata;Duarte de Cunha;Monitor;3;2042.38;6127.14
2024-07-05;Eduarda Azevedo;Martins;Notebook;2;2780.0;5560.0
2025-03-29;Aurora Mendonça;Jesus;Smartphone;7;2620.03;18340.21
2024-05-14;Lívia Sales;Dias de Goiás;Notebook;5;2836.54;14182.7
2024-07-01;Catarina Pastor;Castro de Fonseca;Monitor;3;1219.74;3659.22
2024-04-21;Calebe Albuquerque;da Cunha de Nunes;Monitor;6;1290.32;7741.92
2024-09-20;Matteo Duarte;Novaes da Prata;Monitor;1;1626.7;1626.7
2023-12-14;João Felipe Dias;Cavalcanti do Oeste;Teclado;1;2107.72;2107.72
2025-09-17;Maria Clara Dias;Costa Alegre;Monitor;6;2342.89;14057.34
2024-01-20;Daniel Pereira;Câmara das Flores;Notebook;4;1182.41;4729.64
2025-10-06;Gabriela Rios;Alves;Teclado;2;190.76;381.52
2024-07-18;Srta. Maria Vitória Andrade;da Mata da Prata;Notebook;8;516.05;4128.4
2025-05-05;Bella Novaes;Andrade de Duarte;Monitor;8;862.37;6898.96
2024-06-08;Luiz Henrique Andrade;Araújo;Teclado;1;2702.1;2702.1
2024-05-29;Valentina da Paz;Viana de Novais;Notebook;1;1623.84;1623.84
2024-07-21;Milena Guerra;Casa Grande da Serra;Monitor;5;2217.66;11088.3
2025-09-24;Maysa Vasconcelos;Rodrigues de Ribeiro;Monitor;5;1636.85;8184.25
2025-04-22;Ana Pimenta;Sousa;Monitor;7;1862.88;13040.16
2024-09-05;Gabriel Silveira;da Conceição da Serra;Teclado;5;1530.28;7651.4
2023-11-12;Levi Pacheco;Macedo;Teclado;4;2864.16;11456.64
2024-01-16;João Lucas Fogaça;Silva;Smartphone;3;2389.49;7168.47
2024-09-13;Maria Julia Caldeira;Fonseca;Smartphone;10;806.3;8063.0
2023-10-20;Julia Sales;Costela de Melo;Teclado;5;1855.26;9276.3
2025-07-17;Guilherme Campos;Montenegro;Teclado;3;1550.42;4651.26
2025-01-19;Mariana Costela;Mendonça;Notebook;8;1470.8;11766.4
2025-05-19;Stephany Monteiro;da Mota da Serra;Teclado;10;1242.23;12422.3
2025-07-13;Ana Carolina da Mota;Costela de Araújo;Monitor;8;2757.89;22063.12
2025-10-05;Vinícius Silva;da Paz;Notebook;2;1533.2;3066.4
2025-02-21;Srta. Eloah da Luz;Cavalcanti dos Dourados;Teclado;7;2186.93;15308.51
2023-10-16;Theodoro Jesus;Ferreira;Mouse;8;2811.24;22489.92
2024-09-06;Antonella Cassiano;Silveira do Norte;Notebook;9;2650.96;23858.64
2024-05-28;Maria Alice da Paz;Pacheco;Smartphone;10;965.47;9654.7
2023-12-19;Ravi Mendonça;Siqueira do Campo;Monitor;2;2371.41;4742.82
2024-02-10;Murilo Machado;Pereira;Monitor;4;2448.45;9793.8
2025-03-27;Cauê Mendonça;Cirino;Notebook;3;1385.67;4157.01
2025-04-16;Yuri da Cruz;Oliveira;Smartphone;4;1017.44;4069.76
2025-01-27;Isadora Macedo;Vargas;Smartphone;6;938.96;5633.76
2024-11-18;Sr. Vitor Gabriel da Rocha;Azevedo;Teclado;5;315.07;1575.35
2024-07-07;Augusto Azevedo;Montenegro da Serra;Notebook;7;2025.1;14175.7
2025-07-24;Marcela Farias;Montenegro;Smartphone;9;124.89;1124.01
2024-10-04;Brenda Moura;da Paz do Galho;Notebook;6;1633.04;9798.24
2025-05-21;Oliver Novais;Pimenta Grande;Smartphone;4;2220.81;8883.24
2025-09-30;Sophia Casa Grande;Mendes Verde;Monitor;8;1176.2;9409.6
2025-01-11;Sra. Sabrina Costela;Alves;Notebook;9;1974.43;17769.87
2025-04-29;Mateus Sousa;Casa Grande;Teclado;7;1665.82;11660.74
2024-06-21;Isis Viana;Cunha do Galho;Mouse;6;2919.2;17515.2
2024-05-31;Ryan Mendonça;Campos da Mata;Smartphone;3;572.75;1718.25
2024-03-18;Gabriel Leão;Brito do Galho;Smartphone;6;786.35;4718.1
2025-07-13;Carlos Eduardo Cavalcanti;Pinto;Smartphone;10;1645.01;16450.1
2025-03-13;Felipe da Mata;Albuquerque;Teclado;2;1116.73;2233.46
2024-03-17;Giovanna Câmara;Nogueira;Teclado;6;2403.46;14420.76
2023-10-25;Ana Cecília Sá;Vasconcelos;Monitor;8;2568.94;20551.52
2024-02-18;Vinicius Cardoso;Montenegro;Mouse;4;264.48;1057.92
2024-09-24;Manuela Teixeira;Nogueira;Notebook;2;312.25;624.5
2024-02-27;Dra. Ana Silveira;Marques;Teclado;2;914.48;1828.96
2023-11-17;Juan Teixeira;Castro;Smartphone;6;1287.41;7724.46
2024-07-19;Sr. Arthur Gabriel Casa Grande;Lopes de da Paz;Smartphone;2;442.23;884.46
2024-03-10;Thomas Gonçalves;Moraes;Notebook;2;1106.65;2213.3
2025-08-17;Aylla Guerra;Rezende;Notebook;2;1366.32;2732.64
2023-11-04;Maria Eduarda Pinto;Moura de Montenegro;Teclado;5;738.51;3692.55
2024-04-26;Thiago Nogueira;Costa;Notebook;9;2183.94;19655.46
2025-01-03;Dom da Mata;Nascimento da Serra;Monitor;6;789.13;4734.78
2024-05-02;Gael Jesus;Dias das Pedras;Mouse;1;757.78;757.78
2023-12-10;Julia Aparecida;da Rocha da Praia;Teclado;4;2845.95;11383.8
2025-06-07;Lorena Aragão;da Cruz;Mouse;9;1499.83;13498.47
2024-09-12;Isabela Andrade;Monteiro;Smartphone;1;2535.59;2535.59
2025-10-07;Noah Fogaça;Novais;Monitor;1;2442.98;2442.98
2024-04-15;Sra. Alice da Mota;Nogueira;Notebook;3;2838.16;8514.48
2025-07-29;Catarina Camargo;Silveira;Monitor;10;340.0;3400.0
2024-11-27;Gabrielly Vasconcelos;Martins;Notebook;4;1315.59;5262.36
2025-03-08;Esther Moraes;Cirino Paulista;Notebook;6;808.87;4853.22
2024-12-11;Dr. Caio Rezende;Oliveira;Mouse;5;122.64;613.2
2024-04-25;Caleb Cirino;Brito;Smartphone;2;529.99;1059.98
2025-06-11;Dr. Arthur Gabriel Siqueira;Andrade do Campo;Monitor;9;1395.32;12557.88
2025-07-15;Luigi Macedo;Gonçalves;Smartphone;4;2280.55;9122.2
2025-05-11;Srta. Camila Farias;da Rosa;Smartphone;5;259.58;1297.9
2023-10-24;Arthur Gabriel Nogueira;Ferreira de Minas;Notebook;7;598.37;4188.59
2025-07-15;João Miguel Araújo;da Cunha Alegre;Notebook;2;208.67;417.34
2025-02-16;Yan Ribeiro;Correia da Praia;Teclado;5;2959.38;14796.9
2024-04-06;Liam Correia;Gonçalves;Teclado;4;2086.35;8345.4
2025-06-12;Dra. Hadassa Costela;Oliveira Alegre;Notebook;10;1242.68;12426.8
2025-04-17;Maitê Jesus;Nogueira de Moraes;Teclado;6;464.01;2784.06
2024-02-15;Samuel Moraes;Carvalho de Gomes;Mouse;10;740.6;7406.0
2025-09-30;Henry Rios;Oliveira;Notebook;10;2814.45;28144.5
2024-01-01;Maitê Rios;Freitas de Vasconcelos;Notebook;8;1580.08;12640.64
2025-03-19;Kamilly Campos;Cavalcante das Flores;Monitor;4;439.04;1756.16
2024-05-20;Luiz Miguel Macedo;Duarte;Monitor;1;780.73;780.73
2024-04-01;Paulo Silva;Garcia;Notebook;7;1660.97;11626.79
2024-09-14;Kaique Gonçalves;Cassiano;Notebook;4;2043.58;8174.32
2025-02-20;Luiza da Conceição;Monteiro;Monitor;6;726.27;4357.62
2024-10-14;Dra. Alícia Câmara;Duarte Alegre;Notebook;2;1437.04;2874.08
2025-02-11;João Novaes;Cavalcanti do Galho;Mouse;8;1506.23;12049.84
2025-07-17;Dr. João Cavalcante;Rezende;Mouse;10;1594.5;15945.0
2025-06-04;Benício Sousa;Pimenta;Teclado;6;1405.65;8433.9
2023-12-16;Gabrielly Ribeiro;Borges de da Mota;Monitor;4;266.04;1064.16
2024-02-27;Mariah Santos;Lima do Amparo;Notebook;2;2839.97;5679.94
2024-09-03;Carlos Eduardo Pires;Cunha;Monitor;2;428.46;856.92
2025-07-12;Gustavo Henrique Mendes;Nunes de Porto;Notebook;3;2418.89;7256.67
2024-08-28;Vicente Machado;Vargas;Smartphone;2;2931.31;5862.62
2024-08-13;Maria Laura Fogaça;Andrade;Smartphone;3;2397.95;7193.85
2023-11-27;Ravy Siqueira;da Luz;Smartphone;8;1773.61;14188.88
2025-04-26;Gael Peixoto;da Costa da Mata;Smartphone;7;625.12;4375.84
2025-04-30;Sra. Sophie Leão;Barbosa de Souza;Smartphone;7;1271.1;8897.7
2024-10-20;Sarah Farias;Monteiro Verde;Teclado;1;456.78;456.78
2023-11-29;Dr. Gael Henrique Duarte;Castro da Praia;Monitor;5;2308.5;11542.5
2024-05-26;Davi Lucca Pires;Cunha;Smartphone;9;2913.63;26222.67
2025-04-09;Vitória Camargo;Macedo;Teclado;8;2375.61;19004.88
2023-12-14;Pietro Vieira;Guerra do Galho;Teclado;6;2152.73;12916.38
2025-07-06;Eloá Machado;Sales;Smartphone;10;2139.82;21398.2
2025-08-20;Hellena Souza;Casa Grande da Serra;Mouse;7;964.96;6754.72
2025-03-02;Dr. Eduardo Sampaio;Cavalcanti Alegre;Smartphone;2;690.12;1380.24
2025-08-29;Ágatha Silveira;Teixeira;Notebook;3;1143.52;3430.56
2025-09-18;Sr. Dante da Luz;Novais;Mouse;10;1351.62;13516.2
2024-01-02;Sr. Thales Dias;Cardoso da Mata;Teclado;3;535.42;1606.26
2025-04-24;Emanuella da Cruz;Nunes Alegre;Teclado;1;2474.71;2474.71
2024-04-29;Laís Ramos;das Neves;Smartphone;3;2736.6;8209.8
2025-07-26;Sra. Ana Luiza Dias;da Conceição Verde;Teclado;9;286.59;2579.31
2024-05-23;Matteo Pastor;Silveira;Smartphone;7;2733.91;19137.37
2024-12-24;Sra. Ana Lívia Barbosa;Santos;Mouse;4;2739.34;10957.36
2025-09-18;Dr. Davi Lucas Abreu;Barbosa;Smartphone;3;109.65;328.95
2024-02-21;Milena Rios;Sá;Mouse;3;162.17;486.51
2025-08-02;Manuela Barros;Macedo;Teclado;9;1589.55;14305.95
2025-02-11;Dra. Isabela Andrade;Aragão;Monitor;9;892.91;8036.19
2024-04-11;Paulo Pinto;Câmara;Mouse;6;393.55;2361.3
2024-10-17;Mirella Pires;Melo;Monitor;3;822.66;2467.98
2024-07-08;Theodoro da Conceição;Nascimento;Notebook;4;789.35;3157.4
2024-02-07;Bryan Moura;Lopes do Sul;Monitor;10;1408.29;14082.9
2024-12-26;Sabrina Pacheco;Alves de Moreira;Monitor;1;1967.63;1967.63
2024-09-15;Bruna Caldeira;Câmara;Teclado;5;315.99;1579.95
2024-04-08;Dra. Eloah Ferreira;Peixoto;Monitor;2;923.18;1846.36
2025-08-30;Eloá Caldeira;da Mata de Araújo;Teclado;5;2806.16;14030.8
2023-10-21;Alexandre Garcia;Pacheco do Amparo;Smartphone;7;169.77;1188.39
2025-08-16;Gustavo da Cunha;Sampaio;Smartphone;6;186.28;1117.68
2024-10-04;João Marques;Oliveira de Azevedo;Notebook;10;2267.61;22676.1
2024-03-27;Thales Pimenta;Gonçalves;Smartphone;9;833.6;7502.4
2024-07-12;Isabel Câmara;Pires;Teclado;2;1210.94;2421.88
2024-11-04;Lorena Farias;Leão Verde;Smartphone;7;1131.52;7920.64
2025-04-30;Anthony Gabriel Pimenta;Azevedo;Monitor;3;2944.91;8834.73
2024-07-09;Dra. Emanuella Albuquerque;Monteiro;Mouse;10;1064.67;10646.7
2025-07-15;Miguel Cunha;Rezende;Mouse;6;1343.92;8063.52
2025-02-09;Hadassa Araújo;Melo do Oeste;Teclado;5;2583.8;12919.0
2024-07-03;Ravi Vieira;Pinto;Mouse;2;2214.84;4429.68
2024-12-04;Vitor Hugo Costa;Sales de Sá;Monitor;5;171.71;858.55
2025-05-09;Sr. Bento Siqueira;Ramos;Mouse;1;1544.09;1544.09
2025-02-01;Agatha da Conceição;Sousa das Pedras;Notebook;1;1976.21;1976.21
2024-11-18;Melissa Macedo;Rios Paulista;Teclado;8;1768.06;14144.48
2024-08-13;Joaquim Costela;Garcia da Mata;Mouse;2;2294.72;4589.44
2023-10-26;Alice da Cruz;Macedo do Sul;Monitor;8;1357.5;10860.0
2024-04-02;Samuel Vargas;Caldeira;Mouse;1;2693.73;2693.73
2025-09-02;Carolina Pereira;da Rosa Alegre;Smartphone;1;1100.97;1100.97
